Id del anuncio,Título,Tipo de inmueble,Descripción,Teléfono,Dirección,Precio,Habitaciones,,,,,,,,,,
102047077 ,Piso en Plaza de Gabriel y Galán 7 ,Piso ,"(Ref. 1001) GRAN OPORTUNIDAD LA VIVIENDA REFORMADA MÁS ECONÓNIMA DE LA ZONA! FOTOS REALES! Solución Inmobiliaria le ofrece en plena Plaza de Gabriel y Galán con magníficas vistas a la misma plaza vivienda reformada de lujo a estrenar con altas calidades.  Consta de 158 m2 construidos distribuidos 4 dormitorios amplio salón-comedor con salida a balcón dos baños uno de ellos en suite y cocina (con salida a patio de uso exclusivo) independizada mediante un bonito cerramiento de cristal y forja.  Primera planta con ascensor y portal reformado sin barreras arquitectónicas. Servicios centrales de calefacción y agua caliente. Suelo en toda la vivienda resistente al agua 24h de encharcamiento con micro bisel en las 4 puntas anti estático lamas de 2,17m de largo por 24 cm de ancho! Calidades y trabajos que conlleva la reforma: fontanería nueva electricidad nueva de led tabiques lucidos de yeso para con ello conseguir un liso perfecto puertas macizas suelos de tarima máxima resistencia AC5 ventanas de gama alta en PVC con gran perfil y cámara de Climalit sanitarios Roca alta gama cerámicas en formato grande rectificado puerta blindada. Absolutamente todo nuevo! Precio llave en mano totalmente terminado por 330.000 00€. (Las fotos que se adjuntan son de viviendas reformadas previamente por nosotros). ADEMÁS DURANTE ESTE MES LE REGALAMOS LOS MUEBLES DE COCINA DE DISEÑO ITALIANO EN ESTRATIFICADO DE ALTA PRESIÓN! ** Posibilidad de entregarlo totalmente amueblado a estrenar con muebles de diseño italiano (consultar condiciones). Gracias por su tiempo.  Este anuncio no es vinculante y puede contener errores se muestra a título informativo y no contractual.  CERTIFICADO DE EFICIENCIA ENERGÉTICA PENDIENTE DE SOLICITAR POR LA PROPIEDAD.  SI LO DESEA PUEDE CONTACTAR MEDIANTE WHATS APP O LLAMENOS." ,923785593 ,Plaza de Gabriel y Galán 7 ,319999 ,4
98423158 ,Piso en Paseo de Carmelitas ,Piso ,"EXCLUSIVA VIVIENDA JUNTO PUERTA ZAMORA!  PLANTA COMPLETA (séptima) de un edificio en pleno Paseo de Carmelitas en la acera con orientación SUR. EXTRAORDINARIA propiedad EXTERIOR EN SU TOTALIDAD (a 3 calles prácticamente) para dejar a tu gusto y necesidades. Con una superficie de 315m² construidos distribuida actualmente en 6 dormitorios con armarios empotrados salón en esquina comedor biblioteca con chimenea 3 baños cocina con office y zona de servicio. DOS ENTRADAS POSIBILIDAD SEGREGAR (incluso en más de dos viviendas por su distribución) TIENES QUE VERLO!  Si necesitas más información o deseas visitarlo en cualquier momento no dudes en llamar! Certificado de eficiencia energética en trámite por la propiedad." ,923788919 ,Paseo de Carmelitas ,725000 ,8
102181158 ,Ático en Calle Volta 11 ,Ático ,"Ref. 1694 ¿Quiere vivir en un luminoso ático con ascensor hasta la planta y gran terraza rectangular en la zona más demandada de Salamanca? Nosotros disponemos de él!   En calle Volta número 11 a escasos metros de la Avenida Villamayor en edifico con muchas mejoras ( portal sin barreras y cubierta nueva). Bonito ático muy buen aprovechado con poco pasillo consta de 81 m2 más 25 m2 aproximadamente de terraza recién reformada 3 dormitorios amplio salón cocina y 1 baño con posibilidad de hacer un aseo! Servicios centrales comunidad 125€: mes … Orientación oeste …. Único en la zona con estas características a este precio! Gracias por su tiempo. Este anuncio no es vinculante y puede contener errores se muestra a título informativo y no contractual.  CERTIFICADO DE EFICIENCIA ENERGÉTICA PENDIENTE DE SOLICITAR POR LA PROPIEDAD.  SI LO DESEA PUEDE CONTACTAR MEDIANTE WHATS APP O LLAMENOS." ,923785593 ,Calle Volta 11 ,210000 ,3
102046135 ,Piso en Calle José Jáuregui 12 ,Piso ,"¡Descubre tu nuevo hogar en pleno centro de la ciudad!  (Ref 1269) Solución Inmobiliaria tiene el placer de presentarte esta luminosa vivienda en altura ubicada en una calle peatonal. Con una superficie de 130 m2 este espacioso inmueble ofrece infinitas posibilidades de reforma a tu gusto. Situado en un edificio de calidad con las zonas comunes recientemente reformadas esta propiedad destaca por su distribución actual en 4 dormitorios un acogedor salón con balcón una cocina con galería y 2 baños completos. Además disfrutarás de calefacción por servicios centrales garantizando tu confort en todas las estaciones. No pierdas la oportunidad de hacer de este espacio tu hogar ideal.    Gracias por su tiempo. Este anuncio no es vinculante y puede contener errores se muestra a título informativo y no contractual.  CERTIFICADO DE EFICIENCIA ENERGÉTICA PENDIENTE DE SOLICITAR POR LA PROPIEDAD.  SI LO DESEA PUEDE CONTACTAR MEDIANTE WHATS APP O LLAMENOS." ,923785593 ,Calle José Jáuregui 12 ,287000 ,4
95054639 ,Ático en Calle Correhuela ,Ático ,"ATICO JUNTO PLAZA MAYOR! Terraza 24 m2 Tres dormitorios (dos de ellos a terraza) salón comedor con salida a la terraza cocina y baño.  Exterior. Reformado. Ascensor hasta vivienda. Buena orientación. Gas natural. TIENES QUE VERLO HAZ TU OFERTA! ABSTENERSE CURIOSOS Y GENTE NO INTERESADA EN ESTE RANGO DE PRECIOS. PROPIEDAD PARA MUY POCOS EN SALAMANCA. SÓLO SE ESTUDIAN OFERTAS SERIAS. Anuncio solamente mostrado a título informativo y no contractual no vinculante con posibilidad de erratas. Si necesitas más información o deseas visitarlo en cualquier momento no dudes en llamar! Certificado de eficiencia energética en trámite por la propiedad." ,923788919 ,Calle Correhuela ,360000 ,3
101572122 ,Piso en Calle San Mateo ,Piso ,"Se vende un magnífico piso en el centro de Salamanca con una ubicación inmejorable para ofrecerte todos los servicios a pie de calle tendrás todo lo necesario a tu alcance podrás acceder a colegios tiendas restaurantes.   supermercados parques y otros lugares de interés sin necesidad de utilizar transporte público. Y tan solo a tres minutos caminando de la Plaza Mayor. Esta espaciosa vivienda cuenta con siete habitaciones lo cual brinda amplios espacios para la comodidad de toda la familia o para adaptarlo a tus necesidades. Además dispone de tres baños lo cual es ideal para evitar esperas y brinda mayor comodidad para todos los residentes. El piso tiene muchas posibilidades gracias a su distribución permitiéndole personalizar los espacios según tus preferencias y necesidades. Su orientación sur garantiza una excelente iluminación natural a lo largo del día lo cual crea un ambiente cálido y acogedor. Además su ubicación exterior te permite disfrutar de vistas agradables y una mayor sensación de amplitud. En resumen este piso en venta en el centro de Salamanca es una oportunidad única para aquellos que buscan un hogar espacioso luminoso y con todas las comodidades al alcance de la mano.  No pierdas la oportunidad de vivir en una de las zonas más codiciadas de la ciudad. El propietario nos ha contratado en EXCLUSIVA para que comercializamos este inmueble. Por tanto si usted está interesado en el inmueble tendrá acceso a toda la información a un servicio de calidad un trato fácil sencillo y sin interferencias de terceros. Por este motivo se ruega no molestar al propietario a los ocupantes de la propiedad o a los vecinos. Muchas gracias por su comprensión. Certificado de eficiencia energética pendiente de solicitar a la propiedad. Este anuncio no es vinculante y puede contener errores se muestra a título informativo y no contractual. Ref. 1550." ,923789145 ,Calle San Mateo ,359000 ,7
100964082 ,Piso en Plaza de Madrid ,Piso ,"MAGNIFICO PISO EXTERIOR EN PLENA PLAZA DE MADRID Este piso de 86m² completamente exterior está distribuido en tres habitaciones. salón cocina. baño y trastero es ideal para hacerlo a tu gusto crea zonas de espacios abiertos y modernos y vive en la casa de tus sueños en una de las zonas que mas está manteniendo su valor. No dudes en venir a verlo y pídenos presupuesto sin compromiso para tu reforma personalizada.   A 20 minutos del centro andando y con todos los servicios que puedas necesitar para el día a día Centro Comercial Corte Inglés comercios bancos bares farmacias colegios buena comunicación de autobuses. Certificado de eficiencia energética pendiente de solicitar a la propiedad. Este anuncio no es vinculante y puede contener errores se muestra a título informativo y no contractual. REF 1533." ,923789145 ,Plaza de Madrid ,120000 ,3
101972988 ,Piso en Avenida de los Reyes de España 26 ,Piso ,"SÓLO INVERSORES! PRODUCTO EN RENTABILIDAD RECIÉN REFORMADO! En Avenida Reyes de España venta de ESTUDIO EXTERIOR A CALLE en edificio de apartamentos consolidado y conocido en Salamanca con calefacción y agua caliente central. Portal adaptado con sistema de vigilancia y portero físico TERCERO DE ALTURA consta de salón con salida a balcón y con cocina americana habitación abierta al salón baño completo. Armario empotrado en pasillo. OBRA INTEGRAL EN JULIO 2023. Se vende amueblado y alquilado en 550 € más gastos de luz con contrato de un año mínimo prorrogable a pareja joven y garantías de cobro. Posibilidad de USO TURÍSTICO MÁS ADELANTE. TIENES QUE VERLO! NO NEGOCIABLE! Si necesitas más información o deseas visitarlo en cualquier momento no dudes en llamar! Certificado de eficiencia energética en trámite por la propiedad." ,923788919 ,Avenida de los Reyes de España 26 ,139000 ,1
102062936 ,Piso en Calle Antonio García Boiza 13 ,Piso ,"(Ref. 1009) Solución inmobiliaria le ofrece en exclusiva una vivienda de tres dormitorios plaza de garaje para coche grande incluida en precio y TOTALMENTE REFORMADO. Planta segunda SIN ascensor que cuenta con 70m2 útiles con amplio salón.  Cocina completamente amueblada y equipada con electrodomésticos y salida a galería cerrada. Baño completo y aseo sin ducha. Tres dormitorios el principal muy amplio y amueblado. Vivienda totalmente exterior excepto baños.  Toda la vivienda se ha reformado en altas calidades y cuenta con calefacción individual puertas de haya blancas ventanas aluminio con acristalamiento tipo climalit. Poca comunidad. Gracias por su tiempo. Este anuncio no es vinculante y puede contener errores se muestra a título informativo y no contractual. CERTIFICADO DE EFICIENCIA ENERGÉTICA PENDIENTE DE SOLICITAR POR LA PROPIEDAD. SI LO DESEA PUEDE CONTACTAR MEDIANTE WHATS APP O LLAMENOS." ,923785593 ,Calle Antonio García Boiza 13 ,115000 ,3
102181145 ,Piso en Calle Saucelle 5 ,Piso ,"(Ref 1696) Ideal estudiantes. Solución Inmobiliaria les ofrece Luminosa y amplia vivienda en calle Saucelle número 5 entre AVD villamayor y Filiberto Villalobos! Con alquiler garantizado!  Consta de 80 m2 construidos distribuidos en 3 dormitorios   salón con salida a balcón cocina y un baño.   No dispone de calefacción. 4º con ascensor aprobado y derrama de la instalación incluida. Inicio de obra inminente después de verano. Portal sin barreras arquitectónicas.   Gracias por su tiempo.  Este anuncio no es vinculante y puede contener errores se muestra a título informativo y no contractual.  CERTIFICADO DE EFICIENCIA ENERGÉTICA PENDIENTE DE SOLICITAR POR LA PROPIEDAD.  SI LO DESEA PUEDE CONTACTAR MEDIANTE WHATS APP O LLAMENOS." ,923785593 ,Calle Saucelle 5 ,148000 ,3
